base,基础系统包组（bash、pacman、systemd 等核心组件）,必装
linux,Linux 内核（硬件与软件之间的桥梁）,必装
base-devel,基础开发工具（编译 AUR 包必需）,必装
linux-firmware,硬件固件（驱动硬件正常工作所需的微代码）,必装
man-db,手册页,默认
grub,引导加载器（BIOS/UEFI 加载操作系统的入口）,必装
efibootmgr,EFI 启动项注册（UEFI 模式下 grub-install 依赖它）,必装
archlinuxcn-keyring,CN 源密钥环,默认
